#,ESTADO,EQUIPO / ACTIVO,PRODUCTO,DESCRIPCION,PRUEBA / CALIBRACION,TIPO EQUIPO,ÁREA A INSPECIONAR
3077,ACTIVO,PCT-45-094,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3078,ACTIVO,PCT-45-094,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3079,ACTIVO,PCT-45-094,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3080,ACTIVO,PCT-45-095,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3081,ACTIVO,PCT-45-095,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3082,ACTIVO,PCT-45-095,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3083,ACTIVO,PCT-45-095,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3084,ACTIVO,PCT-45-096,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3085,ACTIVO,PCT-45-096,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3086,ACTIVO,PCT-45-096,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3087,ACTIVO,PCT-45-096,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3088,ACTIVO,PCT-45-097,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3089,ACTIVO,PCT-45-097,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3090,ACTIVO,PCT-45-097,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3091,ACTIVO,PCT-45-097,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3092,ACTIVO,PCT-45-098,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3093,ACTIVO,PCT-45-098,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3094,ACTIVO,PCT-45-098,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3095,ACTIVO,PCT-45-098,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3096,ACTIVO,PCT-45-099,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3097,ACTIVO,PCT-45-099,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3098,ACTIVO,PCT-45-099,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3099,ACTIVO,PCT-45-099,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3100,ACTIVO,PCT-45-100,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3101,ACTIVO,PCT-45-100,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3102,ACTIVO,PCT-45-100,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3103,ACTIVO,PCT-45-100,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3104,ACTIVO,PCT-45-101,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3105,ACTIVO,PCT-45-101,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3106,ACTIVO,PCT-45-101,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3107,ACTIVO,PCT-45-101,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3108,ACTIVO,PCT-45-102,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3109,ACTIVO,PCT-45-102,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3110,ACTIVO,PCT-45-102,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3111,ACTIVO,PCT-45-102,45,45 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3112,ACTIVO,PCT-90-103,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3113,ACTIVO,PCT-90-103,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3114,ACTIVO,PCT-90-103,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3115,ACTIVO,PCT-90-103,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3116,ACTIVO,PCT-90-104,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3117,ACTIVO,PCT-90-104,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3118,ACTIVO,PCT-90-104,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3119,ACTIVO,PCT-90-104,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3120,ACTIVO,PCT-90-105,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3121,ACTIVO,PCT-90-105,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3122,ACTIVO,PCT-90-105,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3123,ACTIVO,PCT-90-105,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3124,ACTIVO,PCT-90-106,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3125,ACTIVO,PCT-90-106,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3126,ACTIVO,PCT-90-106,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3127,ACTIVO,PCT-90-106,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3128,ACTIVO,PCT-90-107,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3129,ACTIVO,PCT-90-107,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3130,ACTIVO,PCT-90-107,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3131,ACTIVO,PCT-90-107,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3132,ACTIVO,PCT-90-108,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3133,ACTIVO,PCT-90-108,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3134,ACTIVO,PCT-90-108,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3135,ACTIVO,PCT-90-108,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3136,ACTIVO,PCT-90-109,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3137,ACTIVO,PCT-90-109,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3138,ACTIVO,PCT-90-109,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3139,ACTIVO,PCT-90-109,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3140,ACTIVO,PCT-90-110,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3141,ACTIVO,PCT-90-110,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3142,ACTIVO,PCT-90-110,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3143,ACTIVO,PCT-90-110,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3144,ACTIVO,PCT-90-111,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3145,ACTIVO,PCT-90-111,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3146,ACTIVO,PCT-90-111,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3147,ACTIVO,PCT-90-111,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3148,ACTIVO,PCT-90-112,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3149,ACTIVO,PCT-90-112,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3150,ACTIVO,PCT-90-112,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3151,ACTIVO,PCT-90-112,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3152,ACTIVO,PCT-90-113,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3153,ACTIVO,PCT-90-113,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3154,ACTIVO,PCT-90-113,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3155,ACTIVO,PCT-90-113,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3156,ACTIVO,PCT-90-114,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3157,ACTIVO,PCT-90-114,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3158,ACTIVO,PCT-90-114,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3159,ACTIVO,PCT-90-114,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3160,ACTIVO,PCT-90-115,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3161,ACTIVO,PCT-90-115,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3162,ACTIVO,PCT-90-115,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3163,ACTIVO,PCT-90-115,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3164,ACTIVO,PCT-90-116,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3165,ACTIVO,PCT-90-116,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3166,ACTIVO,PCT-90-116,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3167,ACTIVO,PCT-90-116,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3168,ACTIVO,PCT-90-117,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3169,ACTIVO,PCT-90-117,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3170,ACTIVO,PCT-90-117,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3171,ACTIVO,PCT-90-117,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3172,ACTIVO,PCT-90-118,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3173,ACTIVO,PCT-90-118,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3174,ACTIVO,PCT-90-118,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3175,ACTIVO,PCT-90-118,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3176,ACTIVO,PCT-90-119,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3177,ACTIVO,PCT-90-119,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3178,ACTIVO,PCT-90-119,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3179,ACTIVO,PCT-90-119,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3180,ACTIVO,PCT-90-120,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3181,ACTIVO,PCT-90-120,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3182,ACTIVO,PCT-90-120,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3183,ACTIVO,PCT-90-120,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3184,ACTIVO,PCT-90-121,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3185,ACTIVO,PCT-90-121,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3186,ACTIVO,PCT-90-121,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3187,ACTIVO,PCT-90-121,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3188,ACTIVO,PCT-90-122,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3189,ACTIVO,PCT-90-122,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3190,ACTIVO,PCT-90-122,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3191,ACTIVO,PCT-90-122,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3192,ACTIVO,PCT-90-123,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3193,ACTIVO,PCT-90-123,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3194,ACTIVO,PCT-90-123,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3195,ACTIVO,PCT-90-123,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3196,ACTIVO,PCT-90-124,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3197,ACTIVO,PCT-90-124,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3198,ACTIVO,PCT-90-124,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3199,ACTIVO,PCT-90-124,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3200,ACTIVO,PCT-90-125,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3201,ACTIVO,PCT-90-125,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3202,ACTIVO,PCT-90-125,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3203,ACTIVO,PCT-90-125,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3204,ACTIVO,PCT-90-126,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3205,ACTIVO,PCT-90-126,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3206,ACTIVO,PCT-90-126,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3207,ACTIVO,PCT-90-126,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3208,ACTIVO,PCT-90-127,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3209,ACTIVO,PCT-90-127,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3210,ACTIVO,PCT-90-127,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3211,ACTIVO,PCT-90-127,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3212,ACTIVO,PCT-90-128,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3213,ACTIVO,PCT-90-128,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3214,ACTIVO,PCT-90-128,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
3215,ACTIVO,PCT-90-128,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
3216,ACTIVO,PCT-90-129,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
3217,ACTIVO,PCT-90-129,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
3218,ACTIVO,PCT-90-129,90,90 4 206 M 2000 X 4 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
