#,ESTADO,EQUIPO / ACTIVO,PRODUCTO,DESCRIPCION,PRUEBA / CALIBRACION,TIPO EQUIPO,ÁREA A INSPECIONAR
1621,ACTIVO,PCT-90-288,90,90 6 206 M 2000 X 6 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
1622,ACTIVO,PCT-90-289,90,90 6 206 M 2000 X 6 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,LT,SOLDADO,CAVIDAD
1623,ACTIVO,PCT-90-289,90,90 6 206 M 2000 X 6 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,"ROSCA, MARIPOSA, PIÑON"
1624,ACTIVO,PCT-90-289,90,90 6 206 M 2000 X 6 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,VT / PT / MT,SOLDADO,SOLDADURA
1625,ACTIVO,PCT-90-289,90,90 6 206 M 2000 X 6 206 H 2000  P.T: 2000 H2S LONG: N/A TEMP: -29 - 121 C,UTT,SOLDADO,PARED
1626,ACTIVO,PCT-PUP-0117,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1627,ACTIVO,PCT-PUP-0117,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1628,ACTIVO,PCT-PUP-0117,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1629,ACTIVO,PCT-PUP-0117,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1630,ACTIVO,PCT-PUP-0118,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1631,ACTIVO,PCT-PUP-0118,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1632,ACTIVO,PCT-PUP-0118,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1633,ACTIVO,PCT-PUP-0118,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1634,ACTIVO,PCT-PUP-0119,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1635,ACTIVO,PCT-PUP-0119,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1636,ACTIVO,PCT-PUP-0119,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1637,ACTIVO,PCT-PUP-0119,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1638,ACTIVO,PCT-PUP-0120,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1639,ACTIVO,PCT-PUP-0120,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1640,ACTIVO,PCT-PUP-0120,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1641,ACTIVO,PCT-PUP-0120,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1642,ACTIVO,PCT-PUP-0121,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1643,ACTIVO,PCT-PUP-0121,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1644,ACTIVO,PCT-PUP-0121,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1645,ACTIVO,PCT-PUP-0121,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1646,ACTIVO,PCT-PUP-0122,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1647,ACTIVO,PCT-PUP-0122,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1648,ACTIVO,PCT-PUP-0122,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1649,ACTIVO,PCT-PUP-0122,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1650,ACTIVO,PCT-PUP-0123,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1651,ACTIVO,PCT-PUP-0123,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1652,ACTIVO,PCT-PUP-0123,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1653,ACTIVO,PCT-PUP-0123,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1654,ACTIVO,PCT-PUP-0124,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1655,ACTIVO,PCT-PUP-0124,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1656,ACTIVO,PCT-PUP-0124,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1657,ACTIVO,PCT-PUP-0124,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1658,ACTIVO,PCT-PUP-0125,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1659,ACTIVO,PCT-PUP-0125,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1660,ACTIVO,PCT-PUP-0125,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1661,ACTIVO,PCT-PUP-0125,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1662,ACTIVO,PCT-PUP-0126,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1663,ACTIVO,PCT-PUP-0126,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1664,ACTIVO,PCT-PUP-0126,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1665,ACTIVO,PCT-PUP-0126,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 1 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1666,ACTIVO,PCT-PUP-0127,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1667,ACTIVO,PCT-PUP-0127,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1668,ACTIVO,PCT-PUP-0127,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1669,ACTIVO,PCT-PUP-0127,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1670,ACTIVO,PCT-PUP-0128,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1671,ACTIVO,PCT-PUP-0128,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1672,ACTIVO,PCT-PUP-0128,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1673,ACTIVO,PCT-PUP-0128,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1674,ACTIVO,PCT-PUP-0129,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1675,ACTIVO,PCT-PUP-0129,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1676,ACTIVO,PCT-PUP-0129,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1677,ACTIVO,PCT-PUP-0129,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1678,ACTIVO,PCT-PUP-0130,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1679,ACTIVO,PCT-PUP-0130,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1680,ACTIVO,PCT-PUP-0130,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1681,ACTIVO,PCT-PUP-0130,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1682,ACTIVO,PCT-PUP-0131,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1683,ACTIVO,PCT-PUP-0131,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1684,ACTIVO,PCT-PUP-0131,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1685,ACTIVO,PCT-PUP-0131,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1686,ACTIVO,PCT-PUP-0132,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1687,ACTIVO,PCT-PUP-0132,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1688,ACTIVO,PCT-PUP-0132,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1689,ACTIVO,PCT-PUP-0132,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1690,ACTIVO,PCT-PUP-0133,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1691,ACTIVO,PCT-PUP-0133,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1692,ACTIVO,PCT-PUP-0133,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1693,ACTIVO,PCT-PUP-0133,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1694,ACTIVO,PCT-PUP-0134,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1695,ACTIVO,PCT-PUP-0134,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1696,ACTIVO,PCT-PUP-0134,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1697,ACTIVO,PCT-PUP-0134,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1698,ACTIVO,PCT-PUP-0135,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1699,ACTIVO,PCT-PUP-0135,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1700,ACTIVO,PCT-PUP-0135,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1701,ACTIVO,PCT-PUP-0135,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1702,ACTIVO,PCT-PUP-0136,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1703,ACTIVO,PCT-PUP-0136,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1704,ACTIVO,PCT-PUP-0136,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1705,ACTIVO,PCT-PUP-0136,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 2 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1706,ACTIVO,PCT-PUP-0137,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1707,ACTIVO,PCT-PUP-0137,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1708,ACTIVO,PCT-PUP-0137,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1709,ACTIVO,PCT-PUP-0137,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1710,ACTIVO,PCT-PUP-0138,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1711,ACTIVO,PCT-PUP-0138,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1712,ACTIVO,PCT-PUP-0138,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1713,ACTIVO,PCT-PUP-0138,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1714,ACTIVO,PCT-PUP-0139,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1715,ACTIVO,PCT-PUP-0139,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1716,ACTIVO,PCT-PUP-0139,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1717,ACTIVO,PCT-PUP-0139,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1718,ACTIVO,PCT-PUP-0140,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1719,ACTIVO,PCT-PUP-0140,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1720,ACTIVO,PCT-PUP-0140,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1721,ACTIVO,PCT-PUP-0140,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1722,ACTIVO,PCT-PUP-0141,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1723,ACTIVO,PCT-PUP-0141,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1724,ACTIVO,PCT-PUP-0141,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1725,ACTIVO,PCT-PUP-0141,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1726,ACTIVO,PCT-PUP-0142,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1727,ACTIVO,PCT-PUP-0142,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1728,ACTIVO,PCT-PUP-0142,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1729,ACTIVO,PCT-PUP-0142,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1730,ACTIVO,PCT-PUP-0143,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1731,ACTIVO,PCT-PUP-0143,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1732,ACTIVO,PCT-PUP-0143,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1733,ACTIVO,PCT-PUP-0143,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1734,ACTIVO,PCT-PUP-0144,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1735,ACTIVO,PCT-PUP-0144,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1736,ACTIVO,PCT-PUP-0144,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1737,ACTIVO,PCT-PUP-0144,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1738,ACTIVO,PCT-PUP-0145,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1739,ACTIVO,PCT-PUP-0145,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1740,ACTIVO,PCT-PUP-0145,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1741,ACTIVO,PCT-PUP-0145,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1742,ACTIVO,PCT-PUP-0146,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1743,ACTIVO,PCT-PUP-0146,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
1744,ACTIVO,PCT-PUP-0146,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"A. RET., INSERTOS"
1745,ACTIVO,PCT-PUP-0146,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 3 TEMP: -29 - 121 C,UTT,INTEGRAL,PARED
1746,ACTIVO,PCT-PUP-0147,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 5 TEMP: -29 - 121 C,LT,INTEGRAL,CAVIDAD
1747,ACTIVO,PCT-PUP-0147,TUBO,TUBO 4 602 M 5000 X 4 602 H 5000  P.T: 5000 H2S LONG: 5 TEMP: -29 - 121 C,VT / PT / MT,INTEGRAL,"ROSCA, MARIPOSA, PIÑON"
