edo,invre_equipo,invre_serial,match_equipo_exact,match_serial_exact,match_equipo_norm,match_serial_norm,equipo_norm_hits,serial_norm_hits,suggest_norm_1,suggest_dist_1,suggest_norm_2,suggest_dist_2,suggest_norm_3,suggest_dist_3,suggest_norm_4,suggest_dist_4,suggest_norm_5,suggest_dist_5
WIP,PCT-XO-216,25322-139,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-217,25322-140,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-218,25322-141,0,0,0,0,,,PCTXO28,1,PCTXO20,2,PCTXO29,2,,,,
WIP,PCT-XO-219,25322-142,0,0,0,0,,,PCTXO29,1,PCTXO20,2,PCTXO28,2,,,,
WIP,PCT-XO-220,25322-143,0,0,0,0,,,PCTXO20,1,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-221,25322-144,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-222,25322-145,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-223,25322-146,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-224,25322-147,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-225,25322-148,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-226,25322-149,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-227,25322-150,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-228,25322-151,0,0,0,0,,,PCTXO28,1,PCTXO20,2,PCTXO29,2,,,,
WIP,PCT-XO-229,25322-152,0,0,0,0,,,PCTXO29,1,PCTXO20,2,PCTXO28,2,,,,
WIP,PCT-XO-230,25322-153,0,0,0,0,,,PCTXO20,1,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-231,25322-154,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-232,25322-155,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-233,25322-156,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-234,25322-157,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-235,25322-158,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-236,25322-159,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-237,25322-160,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-238,25322-161,0,0,0,0,,,PCTXO28,1,PCTXO20,2,PCTXO29,2,,,,
WIP,PCT-XO-239,25322-162,0,0,0,0,,,PCTXO29,1,PCTXO20,2,PCTXO28,2,,,,
WIP,PCT-XO-240,25322-163,0,0,0,0,,,PCTXO20,1,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-241,25322-164,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-242,25322-165,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-243,25322-166,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-244,25322-167,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-245,25322-168,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-246,25322-169,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-247,25322-170,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-248,25322-171,0,0,0,0,,,PCTXO28,1,PCTXO20,2,PCTXO29,2,,,,
WIP,PCT-XO-249,25322-172,0,0,0,0,,,PCTXO29,1,PCTXO20,2,PCTXO28,2,,,,
WIP,PCT-XO-250,25322-173,0,0,0,0,,,PCTXO20,1,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-251,25322-174,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-252,25322-175,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-253,25322-176,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-254,25322-177,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-255,25322-178,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-256,25322-179,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-257,25322-180,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-258,25322-181,0,0,0,0,,,PCTXO28,1,PCTXO20,2,PCTXO29,2,,,,
WIP,PCT-XO-259,25322-182,0,0,0,0,,,PCTXO29,1,PCTXO20,2,PCTXO28,2,,,,
WIP,PCT-XO-260,25322-183,0,0,0,0,,,PCTXO20,1,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-261,25322-184,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-262,25322-185,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-263,25322-186,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-264,25322-187,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-265,25322-188,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-266,25322-189,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-267,25322-190,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-268,25322-191,0,0,0,0,,,PCTXO28,1,PCTXO20,2,PCTXO29,2,,,,
WIP,PCT-XO-269,25322-192,0,0,0,0,,,PCTXO29,1,PCTXO20,2,PCTXO28,2,,,,
WIP,PCT-XO-270,25322-193,0,0,0,0,,,PCTXO20,1,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-XO-271,25322-194,0,0,0,0,,,PCTXO20,2,PCTXO28,2,PCTXO29,2,,,,
WIP,PCT-90-203,25322-195,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90283,1,PCT90278,2
WIP,PCT-90-204,25322-196,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90284,1,PCT90278,2
WIP,PCT-90-205,25322-197,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90285,1,PCT90278,2
WIP,PCT-90-206,25322-198,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90286,1,PCT90278,2
WIP,PCT-90-207,25322-199,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90287,1,PCT90278,2
WIP,PCT-90-208,25322-200,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90278,1,PCT90288,1
WIP,PCT-90-209,25322-201,0,0,0,0,,,PCT90200,1,PCT90201,1,PCT90202,1,PCT90279,1,PCT90289,1
WIP,PCT-90-210,25322-202,0,0,0,0,,,PCT90200,1,PCT90280,1,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-211,25322-203,0,0,0,0,,,PCT90201,1,PCT90281,1,PCT90200,2,PCT90202,2,PCT90278,2
WIP,PCT-90-212,25322-204,0,0,0,0,,,PCT90202,1,PCT90282,1,PCT90200,2,PCT90201,2,PCT90278,2
WIP,PCT-90-213,25322-205,0,0,0,0,,,PCT90283,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-214,25322-206,0,0,0,0,,,PCT90284,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-215,25322-207,0,0,0,0,,,PCT90285,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-216,25322-208,0,0,0,0,,,PCT90286,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-217,25322-209,0,0,0,0,,,PCT90287,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-218,25322-210,0,0,0,0,,,PCT90278,1,PCT90288,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-219,25322-211,0,0,0,0,,,PCT90279,1,PCT90289,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-220,25322-212,0,0,0,0,,,PCT90200,1,PCT90280,1,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-221,25322-213,0,0,0,0,,,PCT90201,1,PCT90281,1,PCT90200,2,PCT90202,2,PCT90278,2
WIP,PCT-90-222,25322-214,0,0,0,0,,,PCT90202,1,PCT90282,1,PCT90200,2,PCT90201,2,PCT90278,2
WIP,PCT-90-223,25322-215,0,0,0,0,,,PCT90283,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-224,25322-216,0,0,0,0,,,PCT90284,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-225,25322-217,0,0,0,0,,,PCT90285,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-226,25322-218,0,0,0,0,,,PCT90286,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-227,25322-219,0,0,0,0,,,PCT90287,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-228,25322-220,0,0,0,0,,,PCT90278,1,PCT90288,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-229,25322-221,0,0,0,0,,,PCT90279,1,PCT90289,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-230,25322-222,0,0,0,0,,,PCT90200,1,PCT90280,1,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-231,25322-223,0,0,0,0,,,PCT90201,1,PCT90281,1,PCT90200,2,PCT90202,2,PCT90278,2
WIP,PCT-90-232,25322-224,0,0,0,0,,,PCT90202,1,PCT90282,1,PCT90200,2,PCT90201,2,PCT90278,2
WIP,PCT-90-233,25322-225,0,0,0,0,,,PCT90283,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-234,25322-226,0,0,0,0,,,PCT90284,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-235,25322-227,0,0,0,0,,,PCT90285,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-236,25322-228,0,0,0,0,,,PCT90286,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-237,25322-229,0,0,0,0,,,PCT90287,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-238,25322-230,0,0,0,0,,,PCT90278,1,PCT90288,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-239,25322-231,0,0,0,0,,,PCT90279,1,PCT90289,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-240,25322-232,0,0,0,0,,,PCT90200,1,PCT90280,1,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-241,25322-233,0,0,0,0,,,PCT90201,1,PCT90281,1,PCT90200,2,PCT90202,2,PCT90278,2
WIP,PCT-90-242,25322-234,0,0,0,0,,,PCT90202,1,PCT90282,1,PCT90200,2,PCT90201,2,PCT90278,2
WIP,PCT-90-243,25322-235,0,0,0,0,,,PCT90283,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-244,25322-236,0,0,0,0,,,PCT90284,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-245,25322-237,0,0,0,0,,,PCT90285,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-246,25322-238,0,0,0,0,,,PCT90286,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-247,25322-239,0,0,0,0,,,PCT90287,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-248,25322-240,0,0,0,0,,,PCT90278,1,PCT90288,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-249,25322-241,0,0,0,0,,,PCT90279,1,PCT90289,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-250,25322-242,0,0,0,0,,,PCT90200,1,PCT90280,1,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-251,25322-243,0,0,0,0,,,PCT90201,1,PCT90281,1,PCT90200,2,PCT90202,2,PCT90278,2
WIP,PCT-90-252,25322-244,0,0,0,0,,,PCT90202,1,PCT90282,1,PCT90200,2,PCT90201,2,PCT90278,2
WIP,PCT-90-253,25322-245,0,0,0,0,,,PCT90283,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-254,25322-246,0,0,0,0,,,PCT90284,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-255,25322-247,0,0,0,0,,,PCT90285,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-256,25322-248,0,0,0,0,,,PCT90286,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-257,25322-249,0,0,0,0,,,PCT90287,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-258,25322-250,0,0,0,0,,,PCT90278,1,PCT90288,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-259,25322-251,0,0,0,0,,,PCT90279,1,PCT90289,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-260,25322-252,0,0,0,0,,,PCT90200,1,PCT90280,1,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-261,25322-253,0,0,0,0,,,PCT90201,1,PCT90281,1,PCT90200,2,PCT90202,2,PCT90278,2
WIP,PCT-90-262,25322-254,0,0,0,0,,,PCT90202,1,PCT90282,1,PCT90200,2,PCT90201,2,PCT90278,2
WIP,PCT-90-263,25322-255,0,0,0,0,,,PCT90283,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-264,25322-256,0,0,0,0,,,PCT90284,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-265,25322-257,0,0,0,0,,,PCT90285,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-266,25322-258,0,0,0,0,,,PCT90286,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-267,25322-259,0,0,0,0,,,PCT90287,1,PCT90200,2,PCT90201,2,PCT90202,2,PCT90278,2
WIP,PCT-90-268,25322-260,0,0,0,0,,,PCT90278,1,PCT90288,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-269,25322-261,0,0,0,0,,,PCT90279,1,PCT90289,1,PCT90200,2,PCT90201,2,PCT90202,2
WIP,PCT-90-270,25322-262,0,0,0,0,,,PCT90200,1,PCT90278,1,PCT90279,1,PCT90280,1,PCT90201,2
WIP,PCT-90-271,25322-263,0,0,0,0,,,PCT90201,1,PCT90278,1,PCT90279,1,PCT90281,1,PCT90200,2
WIP,PCT-90-272,25322-264,0,0,0,0,,,PCT90202,1,PCT90278,1,PCT90279,1,PCT90282,1,PCT90200,2
WIP,PCT-90-273,25322-265,0,0,0,0,,,PCT90278,1,PCT90279,1,PCT90283,1,PCT90200,2,PCT90201,2
WIP,PCT-90-274,25322-266,0,0,0,0,,,PCT90278,1,PCT90279,1,PCT90284,1,PCT90200,2,PCT90201,2
WIP,PCT-90-275,25322-267,0,0,0,0,,,PCT90278,1,PCT90279,1,PCT90285,1,PCT90200,2,PCT90201,2
WIP,PCT-90-276,25322-268,0,0,0,0,,,PCT90278,1,PCT90279,1,PCT90286,1,PCT90200,2,PCT90201,2
WIP,PCT-90-277,25322-269,0,0,0,0,,,PCT90278,1,PCT90279,1,PCT90287,1,PCT90200,2,PCT90201,2
WIP,PCT-TEE-028,25322-270,0,0,0,0,,,PCTTEE018,1,PCTTEE02,1,PCTTEE021,1,PCTTEE022,1,PCTTEE024,1
WIP,PCT-TEE-029,25322-271,0,0,0,0,,,PCTTEE019,1,PCTTEE02,1,PCTTEE021,1,PCTTEE022,1,PCTTEE024,1
WIP,PCT-TEE-030,25322-272,0,0,0,0,,,PCTTEE010,1,PCTTEE03,1,PCTTEE004,2,PCTTEE005,2,PCTTEE006,2
WIP,PCT-TEE-031,25322-273,0,0,0,0,,,PCTTEE021,1,PCTTEE03,1,PCTTEE004,2,PCTTEE005,2,PCTTEE006,2
WIP,PCT-TEE-032,25322-274,0,0,0,0,,,PCTTEE012,1,PCTTEE02,1,PCTTEE022,1,PCTTEE03,1,PCTTEE004,2
WIP,PCT-TEE-033,25322-275,0,0,0,0,,,PCTTEE013,1,PCTTEE03,1,PCTTEE004,2,PCTTEE005,2,PCTTEE006,2
WIP,PCT-TEE-034,25322-276,0,0,0,0,,,PCTTEE004,1,PCTTEE014,1,PCTTEE024,1,PCTTEE03,1,PCTTEE005,2
WIP,PCT-TEE-035,25322-277,0,0,0,0,,,PCTTEE005,1,PCTTEE015,1,PCTTEE025,1,PCTTEE03,1,PCTTEE004,2
WIP,PCT-TEE-036,25322-278,0,0,0,0,,,PCTTEE006,1,PCTTEE016,1,PCTTEE026,1,PCTTEE03,1,PCTTEE004,2
WIP,PCT-TEE-037,25322-279,0,0,0,0,,,PCTTEE017,1,PCTTEE03,1,PCTTEE07,1,PCTTEE004,2,PCTTEE005,2
WIP,PCT-TEE-038,25322-280,0,0,0,0,,,PCTTEE018,1,PCTTEE03,1,PCTTEE08,1,PCTTEE004,2,PCTTEE005,2
WIP,PCT-TEE-039,25322-281,0,0,0,0,,,PCTTEE019,1,PCTTEE03,1,PCTTEE09,1,PCTTEE004,2,PCTTEE005,2
WIP,PCT-TEE-040,25322-282,0,0,0,0,,,PCTTEE010,1,PCTTEE004,2,PCTTEE005,2,PCTTEE006,2,PCTTEE012,2
WIP,PCT-TEE-041,25322-283,0,0,0,0,,,PCTTEE021,1,PCTTEE004,2,PCTTEE005,2,PCTTEE006,2,PCTTEE010,2
WIP,PCT-TEE-042,25322-284,0,0,0,0,,,PCTTEE012,1,PCTTEE02,1,PCTTEE022,1,PCTTEE004,2,PCTTEE005,2
WIP,PCT-TEE-043,25322-285,0,0,0,0,,,PCTTEE013,1,PCTTEE03,1,PCTTEE004,2,PCTTEE005,2,PCTTEE006,2
